response_id,collection_date,urban_rural,education,income,Vote_Now,Past_Vote,CM_satisfaction,MLA_satisfaction,age,gender,assembly_no,category,weight
6526,5-29-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",RJD,RJD,Can’t say,Somewhat Satisfied,18,Male,141,BC,0.254946934
6527,5-29-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JAP(L),JAP(L),Fully Dissatisfied,Fully Dissatisfied,29,Male,151,SC,0.981897359
6528,5-29-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Fully Satisfied,31,Male,144,Gen,0.113103472
6529,5-29-2017,Rural,Professional Education,"₹ 30,000 - ₹ 50,000",INC,JD(U),Somewhat Satisfied,Somewhat Dissatisfied,29,Male,141,BC,0.282025753
6530,5-29-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",Undecided,INC,Somewhat Satisfied,Fully Dissatisfied,46,Female,146,BC,1.425852119
6531,5-29-2017,Rural,12th Pass,"₹ 30,000 - ₹ 50,000",JD(U),JD(U),Fully Satisfied,Fully Dissatisfied,40,Female,240,Gen,0.89346655
6532,5-29-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,BJP,Fully Dissatisfied,Somewhat Dissatisfied,33,Male,164,BC,0.225778088
6533,5-29-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",RJD,JD(U),Somewhat Satisfied,Somewhat Satisfied,50,Male,167,BC,3.233006184
6534,5-29-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,22,Male,145,BC,0.254946934
6535,5-29-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,23,Male,242,BC,0.284443271
6536,5-29-2017,Rural,12th Pass,"₹ 50,000 - ₹ 80,000",AIMIM,INC,Fully Dissatisfied,Fully Dissatisfied,28,Female,240,Gen,4.421764707
6537,5-29-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,20,Male,240,BC,0.707950156
6538,5-29-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",Undecided,Others,Somewhat Satisfied,Fully Dissatisfied,25,Male,168,Gen,0.185381506
6539,5-29-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Somewhat Satisfied,Fully Dissatisfied,27,Male,148,Gen,0.252780108
6540,5-29-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,21,Male,149,EBC,0.254946934
6541,5-29-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,27,Male,144,Gen,0.085029609
6542,5-29-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",Undecided,RJD,Fully Satisfied,Fully Dissatisfied,20,Male,149,EBC,1.55823416
6543,5-29-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Fully Dissatisfied,Fully Satisfied,40,Male,165,BC,0.252780108
6544,5-29-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,22,Male,168,Gen,0.085758481
6545,5-29-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",RJD,JD(U),Somewhat Dissatisfied,Fully Dissatisfied,29,Male,165,EBC,0.017779074
6546,5-29-2017,Rural,Professional Education,"₹ 10,000 - ₹ 20,000",RJD,RJD,Fully Dissatisfied,Can’t say,40,Male,165,SC,0.635234991
6547,5-29-2017,Rural,12th Pass,"₹ 1,50,000 & above",RJD,RJD,Somewhat Dissatisfied,Fully Dissatisfied,36,Male,167,BC,0.523977414
6548,5-29-2017,Rural,Post - Graduation,"₹ 10,000 - ₹ 20,000",JD(U),JD(U),Somewhat Satisfied,Fully Dissatisfied,27,Male,150,BC,0.17898307
6549,5-29-2017,Urban,Graduate,"₹ 1,50,000 & above",BJP,JD(U),Somewhat Dissatisfied,Fully Dissatisfied,42,Male,165,BC,1.495606039
6550,5-29-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,25,Male,149,BC,0.254946934
6551,5-29-2017,Urban,Post - Graduation,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,55,Male,164,Gen,0.945107463
6552,5-29-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",RJD,INC,Fully Dissatisfied,Fully Satisfied,30,Male,146,BC,0.252780108
6553,5-29-2017,Urban,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,38,Female,168,Gen,0.183805925
6554,5-29-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,47,Male,241,Gen,3.707910083
6555,5-29-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",Undecided,JD(U),Somewhat Satisfied,Fully Dissatisfied,40,Male,144,SC,0.983440895
6556,5-29-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",RJD,INC,Fully Dissatisfied,Fully Satisfied,23,Male,146,BC,0.254946934
6557,5-29-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,22,Male,150,Gen,0.080137081
6558,5-29-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",JD(U),BJP,Somewhat Satisfied,Fully Dissatisfied,25,Male,146,BC,1.237029243
6559,5-29-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,22,Male,166,EBC,0.196655735
6560,5-29-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",BJP,HAM,Fully Dissatisfied,Fully Satisfied,37,Male,169,Gen,0.47486209
6561,5-29-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",NOTA,JD(U),Fully Dissatisfied,Fully Dissatisfied,25,Female,151,Gen,0.085758481
6562,5-29-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,Did not vote,Fully Dissatisfied,Fully Dissatisfied,22,Male,141,BC,0.358301329
6563,5-29-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JD(U),JD(U),Fully Satisfied,Fully Dissatisfied,18,Male,143,EBC,0.175648932
6564,5-29-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,BJP,Fully Dissatisfied,Fully Satisfied,29,Male,142,BC,0.225778088
6565,5-29-2017,Rural,10th Pass,"₹ 5,000 - ₹ 10,000",INC,NOTA,Fully Dissatisfied,Somewhat Satisfied,36,Male,168,Gen,0.197333564
6566,5-29-2017,Rural,Graduate,"₹ 80,000 - ₹ 1,50,000",RJD,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,148,BC,0.318461378
6567,5-29-2017,Rural,10th Pass,"₹ 20,000 - ₹ 30,000",BJP,Did not vote,Can’t say,Fully Dissatisfied,18,Male,144,Gen,0.266618987
6568,5-29-2017,Urban,Post - Graduation,"₹ 50,000 - ₹ 80,000",BJP,Did not vote,Somewhat Satisfied,Can’t say,28,Male,165,Gen,0.111985421
6569,5-29-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",JD(U),JD(U),Fully Satisfied,Fully Dissatisfied,19,Male,147,EBC,0.379694965
6570,5-29-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,50,Male,151,BC,10.53620871
6571,5-29-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",Plurals,BJP,Fully Dissatisfied,Somewhat Dissatisfied,27,Male,168,Gen,0.369789422
6572,5-29-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",RJD,INC,Fully Dissatisfied,Fully Dissatisfied,25,Male,240,BC,2.436101307
6573,5-29-2017,Urban,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",JD(U),RJD,Fully Satisfied,Fully Dissatisfied,29,Male,165,EBC,0.37646789
6574,5-29-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",JD(U),Did not vote,Fully Satisfied,Fully Dissatisfied,31,Male,165,BC,0.609646511
6575,5-29-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,27,Male,149,BC,0.981897359
6576,5-29-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Can’t say,28,Male,149,BC,0.170635437
6577,5-29-2017,Rural,Graduate,"BPL/Below ₹ 5,000",LJP,BJP,Somewhat Satisfied,Fully Dissatisfied,24,Male,147,SC,0.991870929
6578,5-29-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",JD(U),NOTA,Fully Satisfied,Fully Satisfied,21,Male,141,BC,0.284443271
6579,5-29-2017,Rural,8th Pass,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,32,Male,166,BC,0.252780108
6580,5-29-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,67,Male,141,SC,5.308107008
6581,5-29-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,NOTA,Somewhat Satisfied,Fully Dissatisfied,21,Male,146,BC,0.055748095
6582,5-29-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,NOTA,Fully Dissatisfied,Somewhat Dissatisfied,23,Male,242,BC,0.254946934
6583,5-29-2017,Rural,12th Pass,"₹ 50,000 - ₹ 80,000",RJJP,Others,Fully Dissatisfied,Fully Dissatisfied,25,Male,146,Gen,0.199025103
6584,5-29-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,32,Male,241,Gen,0.036020314
6585,5-29-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Dissatisfied,Somewhat Satisfied,24,Male,149,EBC,0.617463881
6586,5-29-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",JAP(L),JD(U),Somewhat Satisfied,Fully Dissatisfied,23,Male,144,Gen,0.372959249
6587,5-29-2017,Rural,Professional Education,"₹ 20,000 - ₹ 30,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,23,Male,144,Gen,0.085758481
6588,5-30-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",RJD,NOTA,Fully Dissatisfied,Fully Dissatisfied,25,Male,170,BC,0.254946934
6589,5-30-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Dissatisfied,Somewhat Dissatisfied,19,Male,241,BC,0.254946934
6590,5-30-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",JD(U),JD(U),Fully Satisfied,Fully Satisfied,24,Male,144,SC,0.479925976
6591,5-30-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JD(U),JD(U),Fully Satisfied,Can’t say,27,Male,145,BC,0.17898307
6592,5-30-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",VIP,BJP,Somewhat Satisfied,Fully Dissatisfied,31,Male,167,EBC,0.612215979
6593,5-30-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",JD(U),LJP,Fully Satisfied,Fully Dissatisfied,24,Male,145,Gen,1.812926395
6594,5-30-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,27,Male,144,EBC,0.413322429
6595,5-30-2017,Rural,10th Pass,"₹ 20,000 - ₹ 30,000",BJP,Did not vote,Can’t say,Can’t say,20,Male,151,Gen,0.354647438
6596,5-30-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",JAP(L),BJP,Fully Dissatisfied,Fully Dissatisfied,27,Male,141,BC,0.282025753
6597,5-30-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",RJD,BJP,Fully Dissatisfied,Somewhat Satisfied,42,Male,167,Gen,0.710518581
6598,5-30-2017,Rural,Illiterate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,26,Male,143,Gen,0.085029609
6599,5-30-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,25,Male,150,BC,0.227713453
6600,5-30-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",INC,INC,Somewhat Satisfied,Fully Satisfied,32,Male,142,EBC,0.200388621
6601,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,INC,Fully Dissatisfied,Somewhat Satisfied,40,Male,142,SC,0.532756139
6602,5-30-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,42,Male,147,Gen,0.663944652
6603,5-30-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,35,Male,143,Gen,0.113103472
6604,5-30-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",JAP(L),Did not vote,Fully Dissatisfied,Fully Dissatisfied,23,Male,242,BC,0.227713453
6605,5-30-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,29,Male,167,Gen,0.085029609
6606,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",Others,BJP,Fully Dissatisfied,Fully Dissatisfied,29,Male,142,Gen,0.085029609
6607,5-30-2017,Urban,10th Pass,"₹ 5,000 - ₹ 10,000",AIMIM,Others,Fully Dissatisfied,Fully Dissatisfied,25,Male,147,ST,1.296014511
6608,5-30-2017,Urban,Graduate,"₹ 20,000 - ₹ 30,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,20,Male,165,Gen,0.036329079
6609,5-30-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",JD(U),JD(U),Fully Dissatisfied,Fully Dissatisfied,33,Male,148,SC,1.226486107
6610,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",NOTA,NOTA,Fully Dissatisfied,Fully Dissatisfied,22,Male,146,Gen,0.147100996
6611,5-30-2017,Rural,Graduate,"₹ 1,50,000 & above",NOTA,LJP,Somewhat Dissatisfied,Somewhat Satisfied,27,Male,241,Gen,0.47486209
6612,5-30-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,Did not vote,Fully Dissatisfied,Can’t say,20,Male,143,Gen,0.085758481
6613,5-30-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,21,Male,143,BC,0.990314163
6614,5-30-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",JAP(L),Did not vote,Fully Dissatisfied,Fully Dissatisfied,20,Male,168,BC,0.528468937
6615,5-30-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",BJP,JD(U),Somewhat Satisfied,Fully Satisfied,29,Male,149,BC,0.099290217
6616,5-30-2017,Urban,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,45,Male,241,Gen,3.707910083
6617,5-30-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",BJP,LJP,Somewhat Dissatisfied,Fully Dissatisfied,36,Male,147,BC,0.017779074
6618,5-30-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,NOTA,Somewhat Satisfied,Fully Dissatisfied,26,Male,243,Gen,0.085029609
6619,5-30-2017,Urban,Graduate,"BPL/Below ₹ 5,000",RLSP,INC,Somewhat Satisfied,Fully Satisfied,30,Male,146,Gen,0.085029609
6620,5-30-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Satisfied,Fully Dissatisfied,26,Male,149,Gen,0.079455986
6621,5-30-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",JD(U),BJP,Somewhat Satisfied,Somewhat Satisfied,22,Male,146,Gen,0.085758481
6622,5-30-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,42,Male,168,BC,2.112263782
6623,5-30-2017,Rural,Post - Graduation,"₹ 20,000 - ₹ 30,000",NOTA,JD(U),Somewhat Dissatisfied,Fully Dissatisfied,32,Male,151,EBC,0.298728837
6624,5-30-2017,Rural,Post - Graduation,"₹ 1,50,000 & above",RJD,RJD,Somewhat Satisfied,Fully Dissatisfied,37,Male,150,EBC,0.62147162
6625,5-30-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,Did not vote,Fully Dissatisfied,Fully Dissatisfied,19,Male,164,Gen,0.137458642
6626,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,26,Male,146,BC,0.113103472
6627,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJJP,BJP,Fully Dissatisfied,Fully Dissatisfied,28,Male,147,Gen,0.085029609
6628,5-30-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",JAP(L),BJP,Fully Dissatisfied,Somewhat Satisfied,24,Male,147,Gen,0.080137081
6629,5-30-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",INC,JD(U),Fully Satisfied,Fully Dissatisfied,38,Male,168,Gen,0.197333564
6630,5-30-2017,Rural,8th Pass,"₹ 5,000 - ₹ 10,000",JAP(L),BJP,Fully Dissatisfied,Fully Dissatisfied,39,Male,242,Gen,0.113103472
6631,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JAP(L),JD(U),Fully Dissatisfied,Fully Dissatisfied,28,Male,150,BC,0.252780108
6632,5-30-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",BJP,Others,Somewhat Dissatisfied,Somewhat Dissatisfied,24,Male,241,Gen,0.372959249
6633,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,25,Male,166,BC,0.528468937
6634,5-30-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,INC,Fully Dissatisfied,Fully Dissatisfied,45,Male,167,EBC,3.377338947
6635,5-30-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,24,Male,145,EBC,0.61459207
6636,5-30-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",RJD,RJD,Fully Dissatisfied,Somewhat Dissatisfied,44,Male,147,EBC,1.674473638
6637,5-30-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,27,Male,168,Gen,0.085029609
6638,5-30-2017,Urban,Graduate,"BPL/Below ₹ 5,000",BJP,JD(U),Somewhat Satisfied,Fully Dissatisfied,19,Male,145,EBC,1.919665465
6639,5-30-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",JD(U),JD(U),Somewhat Satisfied,Somewhat Satisfied,42,Male,166,EBC,3.14581513
6640,5-30-2017,Urban,12th Pass,"BPL/Below ₹ 5,000",INC,JD(U),Fully Dissatisfied,Fully Dissatisfied,30,Male,165,BC,0.654514909
6641,5-30-2017,Rural,12th Pass,"₹ 20,000 - ₹ 30,000",RJD,JD(U),Somewhat Satisfied,Fully Dissatisfied,50,Male,243,EBC,7.465923838
6642,5-30-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",RJD,Did not vote,Can’t say,Somewhat Satisfied,22,Male,142,BC,0.254946934
6643,5-30-2017,Urban,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,NOTA,Fully Dissatisfied,Fully Dissatisfied,30,Male,165,SC,1.686890129
6644,5-30-2017,Urban,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,168,EBC,0.443690741
6645,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",NOTA,Others,Somewhat Satisfied,Fully Dissatisfied,27,Male,149,BC,0.038432485
6646,5-30-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,Did not vote,Somewhat Satisfied,Fully Dissatisfied,37,Male,141,BC,0.170635437
6647,5-30-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",RJD,RJD,Fully Dissatisfied,Fully Satisfied,28,Male,165,BC,0.252780108
6648,5-30-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,20,Male,145,EBC,0.358301329
6649,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JD(U),LJP,Somewhat Satisfied,Fully Dissatisfied,26,Male,148,EBC,0.972603731
6650,5-30-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",Left Front,INC,Somewhat Dissatisfied,Somewhat Satisfied,55,Male,146,Gen,3.090008976
6651,5-30-2017,Urban,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,34,Male,147,BC,0.170635437
6652,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Dissatisfied,25,Male,150,BC,0.785060546
6653,5-30-2017,Rural,Graduate,"BPL/Below ₹ 5,000",BJP,RJD,Fully Dissatisfied,Fully Dissatisfied,26,Male,147,EBC,0.077320285
6654,5-30-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",RJD,RJD,Fully Satisfied,Fully Satisfied,25,Male,151,BC,0.254946934
6655,5-30-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,INC,Can’t say,Somewhat Dissatisfied,25,Male,170,Gen,0.114072992
6656,5-30-2017,Urban,Graduate,"₹ 5,000 - ₹ 10,000",BJP,HAM,Fully Dissatisfied,Fully Dissatisfied,22,Male,149,BC,1.271703907
6657,5-30-2017,Rural,Graduate,"₹ 30,000 - ₹ 50,000",Plurals,Others,Somewhat Satisfied,Fully Dissatisfied,26,Male,168,Gen,0.183805925
6658,5-30-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",NOTA,BJP,Fully Dissatisfied,Fully Dissatisfied,32,Male,242,BC,0.170635437
6659,5-30-2017,Rural,Graduate,"₹ 1,50,000 & above",JD(U),BJP,Fully Dissatisfied,Somewhat Dissatisfied,24,Male,167,Gen,0.085758481
6660,5-30-2017,Rural,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",JD(U),JD(U),Fully Satisfied,Fully Dissatisfied,24,Male,146,EBC,0.175648932
6661,5-30-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Somewhat Satisfied,36,Male,166,Gen,0.079455986
6662,5-30-2017,Rural,12th Pass,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,22,Male,168,Gen,0.185381506
6663,5-30-2017,Urban,12th Pass,"₹ 5,000 - ₹ 10,000",JD(U),JD(U),Somewhat Satisfied,Fully Dissatisfied,23,Male,146,BC,0.180517309
6664,5-30-2017,Rural,12th Pass,"₹ 30,000 - ₹ 50,000",RJD,Did not vote,Fully Dissatisfied,Fully Dissatisfied,18,Male,149,BC,0.707950156
6665,5-30-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",RLSP,RLSP,Fully Dissatisfied,Fully Dissatisfied,27,Male,241,BC,3.017139727
6666,5-30-2017,Rural,Post - Graduation,"₹ 80,000 - ₹ 1,50,000",INC,RJD,Fully Dissatisfied,Fully Dissatisfied,27,Male,165,BC,0.523977414
6667,5-30-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",JD(U),RJD,Fully Satisfied,Fully Dissatisfied,30,Male,145,BC,0.17898307
6668,5-30-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,Did not vote,Somewhat Satisfied,Fully Dissatisfied,25,Male,147,EBC,0.443690741
6669,5-30-2017,Urban,Graduate,"₹ 30,000 - ₹ 50,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,50,Male,146,Gen,0.710518581
6670,5-30-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,JD(U),Fully Dissatisfied,Fully Satisfied,30,Male,147,BC,0.959223366
6671,5-30-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",BJP,BJP,Somewhat Dissatisfied,Fully Dissatisfied,39,Male,146,Gen,0.085029609
6672,5-30-2017,Rural,Graduate,"₹ 50,000 - ₹ 80,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,45,Male,141,Gen,0.710518581
6673,5-30-2017,Rural,Post - Graduation,"₹ 30,000 - ₹ 50,000",RJD,JD(U),Somewhat Dissatisfied,Somewhat Satisfied,51,Male,167,BC,3.233006184
6674,5-31-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Somewhat Satisfied,Fully Dissatisfied,35,Male,147,Gen,0.079455986
6675,5-31-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",Plurals,Did not vote,Fully Dissatisfied,Fully Dissatisfied,24,Male,243,BC,0.535044765
6676,5-31-2017,Rural,Graduate,"BPL/Below ₹ 5,000",RJD,RJD,Fully Dissatisfied,Fully Dissatisfied,23,Male,141,BC,0.254946934
6677,5-31-2017,Rural,Graduate,"BPL/Below ₹ 5,000",JD(U),BJP,Fully Satisfied,Somewhat Satisfied,24,Male,149,EBC,0.617463881
6678,5-31-2017,Rural,12th Pass,"₹ 10,000 - ₹ 20,000",BJP,BJP,Fully Dissatisfied,Somewhat Satisfied,32,Male,168,Gen,0.085029609
6679,5-31-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",RJD,INC,Somewhat Dissatisfied,Somewhat Dissatisfied,28,Male,142,BC,0.282025753
6680,5-31-2017,Urban,Post - Graduation,"BPL/Below ₹ 5,000",NOTA,BJP,Somewhat Satisfied,Somewhat Satisfied,23,Male,147,EBC,0.443690741
6681,5-31-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,25,Male,149,BC,0.284443271
6682,5-31-2017,Rural,Post - Graduation,"BPL/Below ₹ 5,000",RLSP,RLSP,Fully Dissatisfied,Fully Dissatisfied,28,Male,241,BC,3.017139727
6683,5-31-2017,Rural,10th Pass,"BPL/Below ₹ 5,000",RJD,Did not vote,Somewhat Dissatisfied,Fully Dissatisfied,29,Male,164,Gen,1.260895538
6684,5-31-2017,Rural,12th Pass,"BPL/Below ₹ 5,000",RJD,BJP,Fully Dissatisfied,Fully Dissatisfied,32,Male,151,BC,0.17898307
6685,5-31-2017,Rural,Graduate,"₹ 5,000 - ₹ 10,000",BJP,BJP,Fully Dissatisfied,Fully Dissatisfied,52,Male,143,EBC,0.148564279
6686,5-31-2017,Urban,Post - Graduation,"₹ 5,000 - ₹ 10,000",JD(U),JD(U),Fully Dissatisfied,Fully Dissatisfied,28,Male,169,BC,0.999560924
6687,5-31-2017,Urban,Post - Graduation,"₹ 10,000 - ₹ 20,000",RJD,RLSP,Somewhat Satisfied,Somewhat Satisfied,35,Male,169,EBC,1.323408702
6688,5-31-2017,Rural,Graduate,"₹ 20,000 - ₹ 30,000",INC,Did not vote,Fully Dissatisfied,Fully Dissatisfied,23,Male,149,EBC,0.017931476
6689,5-31-2017,Rural,Graduate,"₹ 10,000 - ₹ 20,000",JAP(L),BJP,Somewhat Satisfied,Somewhat Satisfied,21,Male,166,Gen,0.114072992
